106, 171
435, 64
489, 490
1246, 101
846, 430
576, 227
584, 870
287, 61
213, 152
474, 192
1311, 412
356, 903
265, 215
215, 258
1023, 128
443, 137
424, 683
154, 654
1151, 470
682, 306
49, 564
5, 815
1345, 67
990, 126
196, 772
1546, 209
90, 115
707, 607
994, 976
1089, 157
742, 178
404, 279
201, 125
311, 175
1402, 430
315, 403
1350, 329
448, 591
461, 93
366, 125
757, 382
841, 746
657, 129
1227, 481
71, 591
984, 497
1306, 137
1446, 96
988, 150
1339, 114
997, 410
934, 371
614, 118
731, 884
1476, 176
266, 541
6, 299
441, 409
811, 184
1109, 585
804, 267
920, 763
125, 554
1205, 915
98, 643
473, 123
1167, 161
1176, 135
898, 478
1113, 254
1188, 476
174, 415
1238, 274
607, 644
950, 296
337, 794
354, 195
97, 381
824, 826
235, 402
1265, 881
136, 482
848, 589
148, 120
819, 124
193, 252
518, 405
1067, 227
508, 729
1198, 199
1108, 515
1028, 435
929, 467
1490, 874
629, 287
378, 78
771, 559
116, 41
376, 182
1424, 74
241, 707
455, 188
1118, 453
29, 557
786, 123
551, 356
947, 358
367, 496
1229, 302
948, 264
706, 153
515, 396
497, 179
504, 390
1553, 333
1477, 369
1189, 178
1186, 498
914, 676
615, 558
1367, 266
976, 611
374, 323
1126, 204
886, 80
364, 464
1360, 59
803, 334
1444, 217
1255, 85
570, 480
44, 228
169, 38
189, 162
429, 49
94, 648
288, 197
1501, 64
73, 252
82, 272
1354, 592
902, 261
79, 563
1321, 93
974, 75
1092, 635
1068, 542
507, 747
1389, 784
427, 139
1183, 59
391, 142
534, 365
572, 207
8, 370
64, 356
1017, 376
91, 423
922, 277
1120, 547
1489, 323
726, 611
156, 52
498, 129
220, 802
22, 144
878, 198
383, 624
1417, 719
324, 546
861, 101
700, 296
490, 555
506, 983
875, 526
72, 650
860, 696
1088, 585
667, 191
472, 228
1037, 255
524, 765
1226, 842
767, 110
145, 248
36, 449
1082, 111
1543, 437
353, 191
1325, 629
1509, 151
232, 179
407, 381
54, 265
724, 317
792, 861
101, 292
715, 217
1115, 171
1054, 402
945, 109
335, 184
630, 40
168, 536
1405, 22
403, 911
1522, 784
1013, 773
270, 296
476, 103
1027, 225
1435, 474
1433, 480
954, 287
453, 555
883, 285
88, 473
743, 353
1273, 945
77, 387
972, 307
596, 452
449, 649
1084, 177
387, 813
620, 221
450, 91
1322, 901
906, 247
586, 368
971, 326
635, 456
43, 226
1093, 46
1208, 478
1445, 780
1277, 324
1004, 245
1531, 715
893, 693
530, 281
602, 78
1344, 587
703, 399
1253, 78
651, 49
1046, 296
594, 244
932, 349
962, 611
522, 624
9, 371
1117, 150
1382, 250
1532, 276
1272, 531
552, 383
192, 236
12, 213
1342, 956
357, 826
417, 906
694, 299
1260, 199
1157, 377
426, 53
991, 512
539, 412
1301, 197
1340, 544
1014, 511
761, 232
739, 448
610, 67
1259, 313
1317, 381
1398, 159
179, 548
993, 516
905, 292
1406, 226
1320, 39
782, 767
239, 245
911, 452
1200, 514
737, 98
1032, 108
889, 510
1528, 594
1403, 110
488, 695
525, 168
458, 188
696, 305
745, 43
1450, 311
1541, 131
668, 95
45, 346
1427, 217
436, 568
527, 738
872, 151
440, 208
1002, 276
105, 187
547, 370
695, 80
400, 658
480, 789
728, 199
1214, 277
744, 177
296, 253
392, 375
722, 273
1039, 470
1247, 294
1103, 290
624, 181
625, 286
50, 192
775, 115
526, 438
162, 88
63, 165
92, 107
1299, 250
214, 271
573, 250
949, 109
780, 499
1387, 112
1071, 747
999, 206
671, 154
812, 304
1262, 283
719, 464
1409, 70
544, 281
275, 281
826, 336
940, 669
1536, 252
516, 407
899, 382
286, 837
1451, 420
459, 108
465, 130
652, 336
1012, 103
1128, 94
779, 119
308, 63
110, 168
1393, 305
1146, 214
1090, 264
606, 402
943, 236
1370, 227
231, 401
1065, 246
1034, 294
1021, 422
384, 150
1141, 278
1374, 627
173, 363
1418, 106
798, 656
233, 398
1206, 80
130, 217
579, 172
1225, 172
901, 57
720, 60
1073, 274
108, 203
100, 452
597, 352
1233, 638
532, 445
46, 188
444, 374
735, 862
151, 105
147, 452
736, 206
454, 863
342, 889
180, 169
135, 405
262, 842
48, 106
1228, 246
592, 120
408, 643
1331, 299
32, 554
405, 317
1495, 541
1035, 143
334, 385
2, 113
1181, 720
1122, 157
183, 582
1399, 211
752, 611
51, 78
849, 11
1515, 295
141, 134
1525, 169
340, 59
278, 200
1297, 632
1381, 438
1549, 947
1064, 265
1248, 845
747, 180
1346, 249
218, 568
612, 367
631, 504
877, 293
832, 436
836, 257
1372, 84
237, 230
713, 140
419, 586
1051, 64
1348, 481
1336, 385
718, 160
37, 766
1530, 772
1559, 381
1235, 63
685, 115
958, 564
1368, 432
755, 291
1249, 128
1202, 430
1174, 48
1497, 890
919, 196
1384, 232
600, 206
787, 446
1080, 272
1467, 946
272, 209
672, 104
1534, 446
1076, 437
1142, 222
1535, 118
1127, 234
7, 88
1168, 271
194, 807
795, 385
140, 104
854, 250
1256, 17
936, 138
212, 450
1312, 274
908, 579
1428, 285
369, 378
211, 567
678, 611
1508, 295
283, 645
118, 216
513, 644
1124, 323
1022, 94
813, 861
1547, 928
425, 431
900, 97
546, 882
686, 722
301, 204
1153, 426
784, 936
18, 172
796, 65
806, 133
517, 240
78, 662
1177, 260
382, 625
1419, 69
74, 416
1056, 212
1513, 198
33, 89
1539, 510
52, 135
1363, 788
1031, 134
121, 144
395, 304
1069, 273
1059, 96
509, 94
918, 452
961, 197
1383, 326
1498, 322
1155, 877
58, 488
1105, 610
166, 456
640, 547
1554, 42
313, 270
280, 367
1404, 203
1453, 726
759, 947
645, 134
937, 615
909, 76
1057, 467
1486, 70
99, 259
1204, 79
437, 365
285, 494
433, 703
955, 667
406, 184
647, 171
921, 411
1100, 284
1310, 445
84, 604
325, 312
1411, 591
104, 300
410, 242
267, 85
1136, 263
185, 991
1245, 244
626, 179
349, 245
191, 191
807, 91
1104, 211
1175, 718
304, 457
1276, 196
1222, 251
1533, 90
580, 235
420, 137
727, 647
856, 567
1333, 357
809, 384
838, 789
1496, 146
1095, 162
16, 447
977, 322
1094, 69
40, 29
1280, 328
1171, 101
1557, 111
1066, 404
810, 556
128, 973
1125, 461
1194, 346
571, 243
138, 46
1538, 304
1020, 488
670, 653
1475, 213
915, 650
1298, 647
1114, 230
371, 308
41, 21
1236, 509
475, 638
1284, 32
593, 118
65, 548
705, 983
447, 352
362, 188
505, 101
619, 88
326, 435
591, 555
1062, 562
543, 69
467, 363
714, 318
1527, 897
1308, 385
1244, 670
289, 162
250, 462
926, 281
1464, 255
359, 409
1159, 482
59, 162
184, 109
1048, 593
415, 391
1134, 165
1558, 379
1077, 422
1394, 213
293, 71
421, 129
1243, 164
1309, 59
514, 851
350, 116
676, 693
683, 295
1316, 278
252, 71
881, 378
660, 95
1555, 471
462, 561
777, 269
1431, 978
1295, 728
935, 570
1514, 494
1303, 908
127, 986
1007, 954
944, 175
884, 157
823, 312
633, 112
177, 380
254, 381
887, 47
1237, 250
1266, 326
1251, 520
790, 241
693, 534
242, 386
746, 259
996, 222
396, 544
834, 98
260, 528
680, 439
495, 579
1355, 721
1459, 355
740, 118
35, 274
1364, 965
1005, 220
131, 289
1211, 727
365, 112
691, 225
1485, 154
556, 215
494, 89
896, 252
1449, 758
768, 263
1148, 375
139, 10
1362, 492
827, 26
413, 222
1264, 469
1412, 143
482, 217
549, 280
27, 393
1447, 511
882, 163
503, 379
975, 185
869, 246
1033, 996
1307, 775
1242, 295
709, 217
422, 715
805, 212
648, 409
1293, 380
1463, 496
120, 469
1407, 983
87, 269
1439, 119
255, 828
178, 142
1279, 466
1375, 270
496, 983
89, 219
195, 81
1112, 383
1102, 982
1329, 349
923, 824
442, 599
924, 49
1079, 117
562, 248
202, 938
1221, 102
654, 40
1196, 165
146, 66
953, 163
1044, 367
256, 251
1396, 455
291, 616
80, 384
360, 441
1379, 419
418, 153
1180, 331
1343, 348
1466, 403
431, 553
520, 947
1160, 443
969, 288
1147, 324
1263, 164
1504, 637
327, 332
1314, 187
284, 325
818, 397
1143, 610
1232, 958
1388, 430
1506, 40
942, 139
575, 135
675, 179
904, 778
1386, 491
1369, 61
15, 91
1184, 93
500, 517
785, 750
1001, 460
251, 686
170, 288
529, 148
68, 62
850, 279
248, 271
656, 233
890, 105
76, 240
186, 254
1373, 407
1172, 81
393, 279
355, 445
103, 666
982, 577
716, 83
870, 338
155, 185
53, 514
963, 497
650, 932
1163, 759
566, 325
1492, 494
111, 938
721, 824
1469, 556
1254, 664
1529, 44
1358, 543
1499, 121
1443, 73
93, 478
10, 283
1351, 405
305, 541
770, 189
1130, 210
1520, 62
701, 967
321, 274
1353, 838
1440, 580
1395, 523
1185, 53
62, 275
1241, 500
665, 99
446, 219
857, 234
1347, 308
1518, 76
390, 298
1144, 126
632, 98
833, 617
1473, 848
86, 90
523, 127
152, 595
910, 636
469, 212
245, 207
521, 640
399, 288
487, 111
268, 131
658, 178
702, 208
970, 10
577, 121
829, 329
776, 509
1091, 772
1426, 627
1047, 726
379, 139
187, 73
1437, 276
1010, 372
261, 819
938, 223
1544, 111
1218, 795
486, 61
107, 75
102, 678
69, 134
282, 227
1278, 337
874, 205
634, 107
1041, 334
1156, 883
741, 150
13, 529
895, 787
1332, 485
1415, 150
1053, 147
1045, 143
1319, 246
1165, 296
845, 185
38, 617
957, 149
1454, 111
188, 908
199, 60
697, 265
763, 365
66, 141
468, 124
1250, 147
548, 400
477, 694
388, 293
729, 584
762, 899
402, 273
236, 184
764, 384
564, 109
698, 270
1376, 151
1408, 103
814, 117
578, 323
451, 186
1483, 414
866, 207
115, 156
1519, 251
1548, 139
351, 374
960, 66
339, 943
1097, 218
674, 304
1479, 838
609, 706
1072, 194
1015, 373
1487, 410
370, 168
206, 143
595, 397
279, 100
1224, 437
801, 587
1133, 360
581, 975
1420, 911
754, 601
259, 162
129, 162
684, 333
430, 709
1512, 218
853, 380
207, 725
1131, 532
47, 342
917, 244
1323, 672
216, 207
1058, 187
1261, 739
511, 332
238, 256
209, 528
959, 154
1283, 58
1482, 436
941, 420
1410, 192
1441, 187
979, 311
1291, 408
222, 193
1240, 327
343, 494
1129, 383
1524, 313
608, 195
766, 137
60, 570
1201, 92
158, 156
229, 268
661, 266
587, 428
11, 472
540, 36
978, 746
483, 68
277, 76
398, 364
1302, 123
331, 120
1472, 520
1289, 911
627, 358
851, 158
769, 138
1003, 271
95, 181
1349, 252
1366, 309
1152, 213
294, 152
1213, 176
965, 526
153, 714
1269, 58
1471, 419
464, 192
967, 409
299, 336
557, 304
159, 267
844, 717
1101, 35
536, 122
1150, 166
842, 734
931, 49
223, 570
1488, 900
817, 247
531, 662
1219, 166
1087, 63
952, 140
26, 159
989, 698
1139, 311
230, 590
1191, 993
394, 146
258, 132
328, 736
1029, 191
149, 289
666, 62
773, 721
122, 106
302, 202
175, 337
1413, 646
1328, 552
143, 562
1252, 213
1086, 251
501, 340
825, 226
1421, 546
1190, 516
318, 142
292, 355
20, 185
1193, 104
708, 423
533, 328
837, 376
749, 985
1098, 52
1480, 224
622, 165
123, 116
616, 165
300, 450
1000, 162
1024, 147
1018, 526
1216, 276
601, 91
1217, 191
1494, 362
1170, 505
1511, 580
423, 217
317, 242
1274, 297
863, 296
1462, 961
316, 676
463, 353
617, 228
1294, 222
1458, 181
263, 93
295, 178
1038, 629
181, 96
386, 551
368, 153
913, 118
802, 641
1016, 128
85, 104
568, 403
30, 142
309, 890
569, 844
1422, 164
1438, 78
1060, 304
1391, 36
642, 158
828, 121
589, 676
1137, 927
930, 402
1286, 274
75, 467
1270, 183
1207, 815
669, 835
460, 401
537, 153
1500, 236
1550, 267
1268, 254
858, 61
855, 87
688, 167
208, 603
840, 473
224, 242
711, 60
1442, 369
797, 105
867, 148
1257, 463
1258, 98
1337, 824
738, 41
879, 851
1099, 127
699, 187
687, 41
830, 246
225, 40
1036, 164
1192, 440
1526, 215
1401, 704
161, 890
692, 507
712, 190
1327, 944
1430, 198
142, 240
1465, 779
637, 462
995, 435
1359, 92
968, 194
432, 94
113, 369
492, 127
445, 120
322, 374
269, 344
1380, 137
588, 93
555, 548
892, 234
1281, 487
1111, 332
794, 296
663, 294
1315, 71
1326, 218
873, 82
628, 235
171, 247
1154, 285
653, 239
646, 364
345, 372
1505, 295
319, 468
758, 82
748, 55
478, 190
502, 214
1551, 144
312, 200
567, 115
1055, 64
831, 275
67, 125
621, 347
344, 120
1414, 152
535, 357
1456, 987
1523, 362
452, 282
639, 223
109, 292
320, 213
1119, 191
217, 179
1187, 588
1063, 312
821, 307
1341, 449
933, 370
760, 152
1478, 392
1300, 696
789, 124
820, 741
1517, 144
765, 302
1385, 330
1484, 364
1209, 152
662, 325
659, 195
358, 682
1061, 207
783, 157
541, 348
862, 344
1365, 107
234, 435
205, 729
1304, 848
816, 302
927, 518
298, 405
164, 730
1378, 697
380, 370
1203, 107
126, 744
226, 213
1230, 92
553, 177
951, 669
985, 156
1030, 703
644, 363
689, 125
1161, 169
1096, 297
1182, 163
1173, 128
1521, 388
512, 453
1371, 355
493, 126
1390, 245
471, 647
361, 609
1397, 153
1140, 936
397, 416
1503, 177
808, 692
1026, 252
1452, 71
4, 83
221, 192
1357, 725
750, 681
210, 240
1491, 68
690, 310
134, 437
329, 79
1400, 946
133, 125
240, 426
1537, 461
373, 174
574, 289
246, 181
466, 904
753, 118
560, 233
679, 418
375, 924
307, 423
880, 418
565, 157
538, 85
411, 375
1392, 430
1275, 228
132, 579
1457, 278
470, 483
1481, 436
1040, 954
800, 75
618, 211
733, 110
119, 255
839, 448
42, 308
28, 102
781, 491
381, 672
439, 402
347, 67
897, 322
290, 291
409, 718
314, 610
1507, 206
163, 276
481, 382
281, 164
847, 782
730, 155
25, 66
114, 493
1338, 505
681, 56
1461, 188
865, 987
31, 151
274, 500
888, 166
484, 725
986, 421
956, 367
1009, 46
412, 769
479, 129
352, 319
150, 156
1287, 248
1436, 899
983, 722
1292, 118
756, 213
1352, 101
330, 494
1455, 131
864, 697
1025, 626
1510, 975
310, 155
677, 448
946, 355
1324, 49
725, 119
377, 51
907, 231
1448, 710
585, 961
124, 887
1197, 335
939, 448
1330, 430
70, 206
1042, 210
1116, 90
1215, 157
903, 326
1234, 419
198, 347
338, 223
1123, 475
1006, 131
348, 140
1335, 382
144, 267
649, 838
1008, 817
271, 821
1416, 47
434, 185
604, 218
1107, 284
998, 181
563, 116
655, 792
336, 200
732, 578
603, 164
414, 688
710, 458
1138, 171
1474, 313
306, 107
